1 100 -100 100 315
-0.07	1.50085
-0.06	1.51083
-0.05	1.52082
-0.04	1.53081
-0.03	1.5408
-0.02	1.5508
-0.01	1.5608
0.0	1.5708
0.01	1.5808
0.02	1.59079
0.03	1.60079
0.04	1.61079
0.05	1.62078
0.06	1.63076
0.07	1.64074
0.08	1.65071
0.09	1.66067
0.1	1.67063
0.11	1.68057
0.12	1.69051
0.13	1.70043
0.14	1.71034
0.15	1.72023
0.16	1.73011
0.17	1.73998
0.18	1.74983
0.19	1.75966
0.2	1.76947
0.21	1.77926
0.22	1.78903
0.23	1.79877
0.24	1.8085
0.25	1.8182
0.26	1.82788
0.27	1.83753
0.28	1.84715
0.29	1.85675
0.3	1.86632
0.31	1.87585
0.32	1.88536
0.33	1.89484
0.34	1.90428
0.35	1.91369
0.36	1.92307
0.37	1.93241
0.38	1.94172
0.39	1.95098
0.4	1.96021
0.41	1.96941
0.42	1.97856
0.43	1.98767
0.44	1.99674
0.45	2.00576
0.46	2.01474
0.47	2.02368
0.48	2.03258
0.49	2.04142
0.5	2.05022
0.51	2.05897
0.52	2.06768
0.53	2.07633
0.54	2.08493
0.55	2.09348
0.56	2.10198
0.57	2.11043
0.58	2.11882
0.59	2.12716
0.6	2.13544
0.61	2.14366
0.62	2.15183
0.63	2.15994
0.64	2.16799
0.65	2.17598
0.66	2.18391
0.67	2.19178
0.68	2.19959
0.69	2.20733
0.7	2.21501
0.71	2.22263
0.72	2.23018
0.73	2.23767
0.74	2.24508
0.75	2.25244
0.76	2.25972
0.77	2.26693
0.78	2.27408
0.79	2.28115
0.8	2.28815
0.81	2.29508
0.82	2.30194
0.83	2.30873
0.84	2.31544
0.85	2.32208
0.86	2.32864
0.87	2.33513
0.88	2.34154
0.89	2.34787
0.9	2.35412
0.91	2.3603
0.92	2.3664
0.93	2.37242
0.94	2.37835
0.95	2.38421
0.96	2.38999
0.97	2.39568
0.98	2.40129
0.99	2.40682
1.0	2.41227
1.01	2.41763
1.02	2.4229
1.03	2.4281
1.04	2.4332
1.05	2.43822
1.06	2.44315
1.07	2.448
1.08	2.45275
1.09	2.45742
1.1	2.462
1.11	2.4665
1.12	2.4709
1.13	2.47521
1.14	2.47943
1.15	2.48356
1.16	2.4876
1.17	2.49155
1.18	2.4954
1.19	2.49917
1.2	2.50284
1.21	2.50641
1.22	2.5099
1.23	2.51329
1.24	2.51658
1.25	2.51978
1.26	2.52289
1.27	2.5259
1.28	2.52881
1.29	2.53163
1.3	2.53435
1.31	2.53698
1.32	2.53951
1.33	2.54194
1.34	2.54428
1.35	2.54652
1.36	2.54866
1.37	2.5507
1.38	2.55265
1.39	2.5545
1.4	2.55625
1.41	2.5579
1.42	2.55945
1.43	2.5609
1.44	2.56225
1.45	2.56351
1.46	2.56466
1.47	2.56572
1.48	2.56668
1.49	2.56753
1.5	2.56829
1.51	2.56895
1.52	2.56951
1.53	2.56996
1.54	2.57032
1.55	2.57058
1.56	2.57074
1.57	2.5708
